Date,Store,Category,Amount,ExcludeWE,Description
2015-05-17,Others,Gift,-50.0,YES,Party cake anita
2015-05-17,ALDI,Gift,-12.89,NO,"Bananas, apples, etc"
2015-05-17,Church,Daily Expenses,-8.5,NO,Church birthday
2015-05-18,QV,Daily Expenses,-7.5,NO,Lunch 
2015-05-18,Woolworths,Daily Expenses,-11.32,NO,"cheese, rice chips, sause, tights"
2015-05-19,Bar,Daily Expenses,-30.0,NO,Seattle catch up
2015-05-20,Woolworths,Daily Expenses,-6.33,NO,"cereal, liners"
2015-05-22,AMEX,Gift,-244.0,YES,Cloud System
2015-05-22,Grilld,Daily Expenses,-10.3,NO,Fries for gatito
2015-05-22,Coles,Daily Expenses,-5.4,NO,Cereal
2015-05-23,McDonalds,Daily Expenses,-1.95,NO,Fries madness
2015-05-23,Coles,Daily Expenses,-9.83,NO,"Milk, eggs, punking and nachos"
2015-05-23,Others,Gift,-146.0,YES,iPad raccooncito
2015-05-23,MyKi,Transport,-7.6,NO,Gatito transport to airport and UNIQLO
2015-05-23,Woolworths,Daily Expenses,-5.13,NO,Chicken breast
2015-05-24,Coles,Daily Expenses,-12.28,NO,"Cheese, towel paper for kitchen, pasta"
2015-05-24,GU Health,Health,-7.0,YES,Lenses
2015-05-24,CityLink,Transport,-50.0,YES,eTag registration
2015-05-25,Coles,Daily Expenses,-9.97,NO,"Meat, bread and beans with the 1dollar print"
2015-05-25,IGA,Daily Expenses,-6.5,NO,Beans and cheese
2015-05-27,Batto Property Solutions,Rent,-1520.0,YES,First month rent gatito raccoon
2015-05-28,Woolworths,Daily Expenses,-6.12,NO,"chicken, seafood flakes"
2015-05-28,Coles,Daily Expenses,-1.0,NO,peas
2015-05-30,Preston Market,Daily Expenses,-5.0,NO,"Bananas, mushrooms, apples and tomatoes"
2015-05-30,,Others,188.45,,Gadget allowence gatito
2015-05-30,Car,Transport,-46.98,YES,Gasoline petrol fuel for monstrico
2015-05-30,Woolworths,Daily Expenses,-6.0,NO,Cereal
2015-05-30,Preston Market,Daily Expenses,-10.35,NO,"Chinese groceries - dry fruits, cupsicum  and coreander powder "
2015-05-30,,Others,1965.0,,Gadget allowance raccoon
2015-05-30,ALDI,Daily Expenses,-33.0,NO,"Mexican plate, shoes rack, tortilla heater, corn and prunes"
2015-05-31,Northland Shopping Center,Daily Expenses,-6.0,NO,Chips raccooncito
2015-05-31,Church,Daily Expenses,-6.0,NO,Church knee day
2015-05-31,Northland Shopping Center,Daily Expenses,-11.5,NO,"Cheese, arepas"
2015-05-31,ALDI,Daily Expenses,-11.5,NO,"Cheese, sauce, butter and sour cream"
2015-05-31,Woolworths,Daily Expenses,-4.65,NO,Fish
2015-06-02,Telstra,Utilities,-70.0,YES,Mobile gatito may - june
2015-06-02,Coles,Daily Expenses,-4.0,NO,Tea and big plastic bags
2015-06-02,Woolworths,Daily Expenses,-3.0,NO,Cheese
2015-06-02,,Interest,55.0,,May
2015-06-05,Love Real Estate,Rent,-1477.0,YES,Rent May - June
2015-06-05,Others,Home,-20.0,NO,New animalito cover and sim
2015-06-05,MyKi,Transport,-10.0,NO,Myki raccooncito deliver PC to office 
2015-06-06,Others,Pleasure,-9.0,NO,Chips travelling to the Great Ocean Road
2015-06-06,Others,Pleasure,-63.0,NO,Dinner with beers
2015-06-07,Others,Pleasure,-18.4,NO,Breakfast trip
2015-06-07,Others,Pleasure,-21.0,NO,Lunch trip home
2015-06-08,TPG,Utilities,-60.0,YES,Internet May - Jun
2015-06-08,Coles,Daily Expenses,-11.89,NO,"Yogurt, milk, chicken and water"
2015-06-08,IGA,Daily Expenses,-2.49,NO,Nachos
2015-06-08,Car,Transport,-30.46,YES,20 Litres gasoline coming back
2015-06-09,Origin,Utilities,-58.59,YES,Gas April - June
2015-06-09,Click Energy,Utilities,-60.98,YES,Electricity May - June
2015-06-09,Coles,Daily Expenses,-8.28,NO,Something
2015-06-10,Coles,Daily Expenses,-4.95,NO,Something
2015-06-11,Woolworths,Daily Expenses,-10.0,NO,Prunes
2015-06-11,Others,Pleasure,-10.0,NO,Wine - girls night
2015-06-11,MyKi,Transport,-138.6,YES,Myki raccoocito jun - Jul
2015-06-12,,Salary,4222.0,,Salary Ana
2015-06-12,,Salary,3867.33,,Salary Juan
2015-06-12,RACV,Transport,-986.41,YES,Insurance 2015-2016
2015-06-12,Woolworths,Daily Expenses,-9.32,NO,Seafood and cheese
2015-06-13,Others,Pleasure,-60.28,NO,Sydney baby
2015-06-14,Woolworths,Daily Expenses,-1.2,NO,Leek
2015-06-14,Coles,Daily Expenses,-6.32,NO,"Chicken drum stcks, riccotta, toilet liquid"
2015-06-14,Coles,Daily Expenses,-6.0,NO,Softener
2015-06-14,Preston Market,Daily Expenses,-12.0,NO,Veggies and guacalome
2015-06-16,Telstra,Utilities,-50.0,YES,Telstra Ana May-Jun 2015
2015-06-16,Woolworths,Daily Expenses,-9.81,NO,"cheese, crisps, eggs"
2015-06-16,RTBA,Home,-1530.0,YES,Bond 3 jacoby court
2015-06-16,Others,Gift,-220.66,YES,Gift Padre
2015-06-19,Woolworths,Daily Expenses,-17.79,NO,"cheese, cereal, umbrella"
2015-06-19,Woolworths,Daily Expenses,-6.37,NO,"cereal, ricotta"
2015-06-20,Gasoline,Transport,-48.67,YES,Gasoline before moving
2015-06-20,TPG,Utilities,-30.0,YES,Changing service
2015-06-20,Others,Transport,-4.0,YES,Parking
2015-06-20,Yarra Valley Water,Utilities,-98.78,YES,Water March 17 - June 5
2015-06-20,Coles,Daily Expenses,-17.38,NO,"Milk, cheese, sour cream and mineral water"
2015-06-20,Woolworths,Daily Expenses,-8.0,NO,Cake and bacon bread
2015-06-21,Woolworths,Daily Expenses,-11.61,NO,Some food
2015-06-22,Woolworths,Daily Expenses,-8.58,NO,"Yogurt, cereal"
2015-06-24,Woolworths,Daily Expenses,-4.0,NO,Cottage cheese
2015-06-24,Coles,Daily Expenses,-3.6,NO,Cheddarcheese
2015-06-25,Woolworths,Daily Expenses,-9.0,NO,Yogurt and cereal
2015-06-27,Others,Pleasure,-18.0,NO,Pizza - happy ours day
2015-06-27,Others,Home,-158.0,YES,movers
2015-06-28,Coles,Daily Expenses,-49.27,NO,"Cleaning staff, food and butter"
2015-06-28,Others,Pleasure,-18.0,NO,Pizza - on the boat
2015-06-28,Kmart,Daily Expenses,-3.0,NO,electrical extension
2015-06-28,IKEA,Home,-151.88,YES,Things for house
2015-06-28,Others,Home,-50.0,YES,Carpet cleaning
2015-07-01,,Interest,53.86,,Interest June
2015-07-01,Coles,Daily Expenses,-17.41,NO,"Vegetables, cereal, cheese"
2015-07-03,MyKi,Transport,-1.0,NO,Raccoon
2015-07-03,Others,Gift,-52.0,YES,Matti gift
2015-07-03,Big W,Gift,-9.0,YES,Mati card
2015-07-03,Woolworths,Daily Expenses,-4.0,NO,Girl staff
2015-07-03,Others,Pleasure,-26.0,YES,Opera house bar Friday Sydney
2015-07-03,Others,Daily Expenses,-3.4,NO,Coffee raccoonito
2015-07-04,Others,Pleasure,-13.0,YES,Lunch sydney
2015-07-04,Others,Pleasure,-58.75,YES,Dinner sydney
2015-07-04,Others,Pleasure,-96.63,YES,O-bar party Sydney
2015-07-04,McDonalds,Pleasure,-2.75,YES,Pipi gatito Sydney
2015-07-04,Guzman y Gomez,Pleasure,-12.5,YES,Lunch gatito sydney
2015-07-04,Others,Pleasure,-4.4,YES,Starbucks coffee raccoon Sydney
2015-07-05,Zara,Pleasure,-89.9,YES,Gatito shirt and sweater sydney
2015-07-05,Others,Pleasure,-27.0,YES,Lunch at tapas sydney
2015-07-05,Others,Pleasure,-11.0,YES,Ice cream Sydney
2015-07-05,Others,Pleasure,-18.0,YES,Beer and wine in Opera Bar with Ashley - sydney
2015-07-05,Others,Pleasure,-10.5,YES,Brunch in botanical gardens sydney
2015-07-05,MyKi,Transport,-138.6,YES,Myki raccooncito July - August
2015-07-05,Others,Pleasure,-18.0,YES,Beers for everyone given by stupid gatito - Sydney
2015-07-06,Others,Transport,-18.0,YES,Skybus for angel - sydney
2015-07-06,Origin,Utilities,-43.17,YES,Final gas reading
2015-07-06,Others,Alcohol,-19.0,YES,Stupid gato pays for beers again! sydney
2015-07-07,MyKi,Transport,-11.0,NO,New card raccoon
2015-07-07,Coles,Daily Expenses,-12.82,NO,Cereal!
2015-07-07,Telstra,Utilities,-70.0,YES,Mobile gatito
2015-07-07,Telstra,Utilities,-50.0,YES,Mobile angel july - august 
2015-07-07,Click Energy,Utilities,-81.4,YES,Last bill from reservoir
2015-07-07,,Others,37.5,,Avanade  Mobile  May - June
2015-07-07,,Others,52.5,,Mobile gatito May - Jun
2015-07-07,,Others,2040.0,,Bond from Reservoir
2015-07-08,Coles,Daily Expenses,-1.23,NO,bananas
2015-07-08,Others,Daily Expenses,-15.0,NO,throat spray
2015-07-09,Coles,Daily Expenses,-6.0,NO,"lemon, peanuts"
2015-07-10,ALDI,Daily Expenses,-7.82,NO,"corn, cottage cheese, tomatoes"
2015-07-10,Others,Pleasure,-37.3,NO,"casa iberica - ingredients pan de yuca, ajiaco"
2015-07-11,IKEA,Home,-508.82,YES,"tv rack, hanger for clothes"
2015-07-11,Woolworths,Daily Expenses,-17.57,NO,"meat, cheese, baking powder, raid insect poison"
2015-07-11,Preston Market,Daily Expenses,-4.0,NO,"herbs, potato"
2015-07-12,Bunnings,Home,-92.22,YES,"draft stoppers, lock, bathroom stuff"
2015-07-12,Church,Daily Expenses,-8.0,NO,"candles, donation"
2015-07-13,Coles,Daily Expenses,-12.27,NO,"lentils, pasta,onion, peanuts, zucchini"
2015-07-14,Coles,Daily Expenses,-2.0,NO,Vegetables
2015-07-14,Coles,Daily Expenses,-5.19,NO,Cheese and corn
2015-07-15,,Salary,3867.33,,Salary Juan
2015-07-15,,Salary,5204.0,,Salary Ana
2015-07-15,American Airlines,Pleasure,-7107.84,YES,Tickets to Colombia baby!!!
2015-07-16,GU Health,Health,-173.6,YES,Private health July
2015-07-18,Coles,Daily Expenses,-48.04,NO,"Tooth brush stupid gatito, fries, tights, cheese, mince meat, yogurt"
2015-07-18,Others,Pleasure,-11.0,NO,Ice cream
2015-07-18,Others,Transport,-6.0,NO,Parking lot family day
2015-07-18,Woolworths,Daily Expenses,-8.0,NO,Flowers for angel
2015-07-18,Batto Property Solutions,Rent,-1520.0,YES,Rent July - August
2015-07-19,Preston Market,Daily Expenses,-7.34,NO,Vegetables in epping
2015-07-19,ALDI,Daily Expenses,-12.57,NO,House things
2015-07-19,Woolworths,Daily Expenses,-6.14,NO,Things for house
2015-07-20,Woolworths,Daily Expenses,-4.08,NO,Cheese
2015-07-22,Others,Transport,-24.15,NO,Taxi impossible training
2015-07-24,AMEX,Transport,-36.0,YES,Taxi to airport in sydney - angel
2015-07-24,Others,Daily Expenses,-12.69,NO,Red rooster
2015-07-24,ALDI,Alcohol,-11.04,NO,Beers :D
2015-07-25,Casa Iberica,Daily Expenses,-13.0,NO,Food for empanadas
2015-07-25,Gasoline,Transport,-51.27,YES,Gasoline - ANZ
2015-07-25,Bunnings,Home,-316.26,YES,Closet shelves - ANZ
2015-07-25,Others,Home,-127.83,YES,Lamsp for bedroom - ANZ
2015-07-25,Coles,Daily Expenses,-54.46,NO,Things with a frypan - ANZ
2015-07-25,Bunnings,Home,-27.42,YES,"Cutlery case, snake dog and mata - ANZ"
2015-07-25,Coles,Alcohol,-59.0,YES,Wine and tequila! - ANZ
2015-07-26,ALDI,Home,-40.0,YES,Ironing board - ANZ
2015-07-26,Northland Shopping Center,Daily Expenses,-29.3,NO,"Vegeatables, donut, cheese, tomatoes and milk - ANZ"
2015-07-26,ALDI,Daily Expenses,-21.71,NO,"Food, peanuts, bacon and salt - ANZ"
2015-07-27,Click Energy,Utilities,-50.0,YES,GAS - instalment June - July
2015-07-27,Others,Pleasure,-19.5,NO,Chinese restaurant for3 years and 3 months
2015-07-31,Click Energy,Utilities,-118.16,YES,Electricity instalment
2015-08-01,Others,Daily Expenses,-9.5,NO,Pizza raccoon gatito
2015-08-01,UNIQLO,Clothing,-40.0,YES,Gatito sweater ... squash
2015-08-01,IKEA,Home,-540.72,YES,"Furniture, lunch, parking, cinnamon roll - ANZ"
2015-08-01,Coles,Alcohol,-12.65,NO,Wine
2015-08-01,Woolworths,Daily Expenses,-9.56,NO,Sea food - ANZ
2015-08-01,Preston Market,Daily Expenses,-20.0,NO,Vegetables and more things
2015-08-02,,Interest,66.5,,July
2015-08-02,Woolworths,Daily Expenses,-34.0,NO,"Cheese, pretzels and hangers"
2015-08-05,VicRoads,Transport,-40.0,YES,Raccooncito test
2015-08-05,MyKi,Transport,-7.0,NO,Myki raccooncito
2015-08-05,MyKi,Transport,-138.0,YES,Myki angel jul - aug
2015-08-05,Telstra,Utilities,-120.5,YES,Mobile jun - july
2015-08-07,GU Health,Health,-150.0,YES,Visit to doctor angel
2015-08-07,Others,Daily Expenses,-2.0,NO,Donut
2015-08-07,Coles,Daily Expenses,-5.0,NO,"tomatoes, bananas and tuckish bread"
2015-08-07,Woolworths,Daily Expenses,-20.34,NO,Seafood
2015-08-07,IGA,Home,-13.47,NO,Home extensions
2015-08-07,Others,Daily Expenses,-9.0,NO,Pizza gatito
2015-08-09,Secure Parking,Transport,-5.0,NO,Parking meeting with anita
2015-08-09,DFO,Clothing,-140.0,YES,Shoes raccoon and gatito
2015-08-09,Others,Pleasure,-28.2,NO,Madmex with meeting with anita
2015-08-09,Others,Home,-1899.0,YES,Laptop for Ali
2015-08-09,Church,Daily Expenses,-6.0,NO,Church painting on cealing
2015-08-09,DFO,Clothing,-17.0,YES,Shirt raccoon
2015-08-10,Woolworths,Daily Expenses,-3.0,NO,Monday
2015-08-10,Others,Gift,-71.29,YES,Mama flowers
2015-08-12,Coles,Daily Expenses,-4.0,NO,Wednesday
2015-08-13,GU Health,Health,-173.6,Yes,GU health August
2015-08-14,,Salary,4222.0,,Salary Ana
2015-08-14,Woolworths,Daily Expenses,-24.09,NO,Friday drinks
2015-08-14,,Salary,3867.33,,Salary Juan
2015-08-14,,Medicare,72.75,,Medicare something angel
2015-08-15,DFO,Clothing,-72.0,YES,Calvin Klein shirts
2015-08-15,DFO,Clothing,-45.0,YES,Pants gatito bossing
2015-08-15,DFO,Pleasure,-26.95,NO,Best hamburger in Australia 
2015-08-15,DFO,Clothing,-115.5,YES,Clothes Adidas
2015-08-16,Victoria Market,Daily Expenses,-30.0,NO,Vegetables and donut
2015-08-16,ALDI,Daily Expenses,-25.79,NO,"Vegetables, wedges, corns"
2015-08-17,Coles,Daily Expenses,-5.2,NO,Peanuts
2015-08-18,Batto Property Solutions,Rent,-1520.0,YES,Rent August - September
2015-08-20,Woolworths,Daily Expenses,-6.35,NO,Chicken
2015-08-21,Others,Health,-165.0,YES,Exam - radar scan
2015-08-21,Coles,Daily Expenses,-3.5,NO,Toothpaste
2015-08-21,Others,Daily Expenses,-11.0,NO,Epping plaza bread and meat
2015-08-21,Others,Pleasure,-553.3,YES,Tickets toowoonga festival
2015-08-21,Others,Pleasure,-50.0,YES,Hotel Gold Coast
2015-08-21,Click Energy,Utilities,-51.75,YES,Gas July - August
2015-08-21,,Others,52.88,,Mobile Juan
2015-08-22,Victoria Market,Daily Expenses,-7.0,NO,Fruits and vegetables
2015-08-22,Woolworths,Daily Expenses,-8.06,NO,Bacon and Chorizo
2015-08-22,ALDI,Daily Expenses,-18.46,NO,Beer and more things
2015-08-22,Gasoline,Transport,-44.51,YES,Gasoline
2015-08-23,Woolworths,Daily Expenses,-9.5,NO,"chocolate, melon "
2015-08-23,ALDI,Daily Expenses,-6.5,NO,dry fruits and something
2015-08-24,Woolworths,Health,-22.16,NO,Cream for face
2015-08-26,VicRoads,Transport,-34.7,YES,Second exam
2015-08-26,Woolworths,Daily Expenses,-21.04,NO,Something
2015-08-26,Others,Daily Expenses,-21.65,NO,Nandos dinner
2015-08-27,Woolworths,Daily Expenses,-15.0,NO,Food
2015-08-28,MyKi,Transport,-10.0,NO,Myki concert
2015-08-29,Woolworths,Daily Expenses,-7.6,NO,Bread and sausages for bbq
2015-08-29,Medicare,Health,-80.0,YES,Second appointment with the doctor
2015-08-29,Others,Clothing,-12.0,NO,Trim pants
2015-08-29,Others,Pleasure,-150.0,YES,Bicycles!
2015-08-29,Coles,Daily Expenses,-11.52,NO,Fish and cheese
2015-08-29,,Others,200.0,,Ali August - 1st payment
2015-08-30,Click Energy,Utilities,-25.22,YES,Electricity July - August
2015-08-30,Medicare,Health,-58.65,YES,Blood exam
2015-08-30,ALDI,Daily Expenses,-20.0,NO,"Useless blades, ladies things, strawberries, eggs and flour"
2015-08-30,Others,Health,-9.0,NO,"Goggles, frsibie and swaming hat"
2015-08-31,TPG,Utilities,-44.26,YES,Internet September
2015-08-31,Others,Daily Expenses,-9.0,NO,Pizza
2015-09-01,,Interest,71.6,,Interests August
2015-09-03,Medicare,Health,-55.0,YES,JMG test for nast
2015-09-04,Coles,Alcohol,-65.0,YES,"Wine, beer and whiskey"
2015-09-04,Woolworths,Daily Expenses,-17.61,NO,BBQ hiking weekend
2015-09-04,Coles,Daily Expenses,-30.71,NO,Meat for BBQ Hiking weekend
2015-09-05,Gasoline,Transport,-59.07,YES,Gasoline after hiking
2015-09-05,IGA,Daily Expenses,-6.49,NO,"coke, ice cream and lighter"
2015-09-07,Telstra,Utilities,-17.5,YES,Mobile Juan (July - Aug)
2015-09-07,Telstra,Utilities,-12.5,YES,Mobile Angel (July - August)
2015-09-09,Guzman y Gomez,Daily Expenses,-12.5,NO,Lunch stupid gatito
2015-09-09,MyKi,Transport,-148.6,YES,Myki Ana september - october
2015-09-12,Woolworths,Daily Expenses,-62.74,NO,"Meat, doritos, sharpies, cheese"
2015-09-12,IKEA,Home,-55.69,YES,Staff for home
2015-09-12,Others,Daily Expenses,-7.0,NO,Coffee
2015-09-13,DFO,Clothing,-260.0,YES,"Jeans Tommy, shrit and pants Ana, ice cream, trem pants"
2015-09-13,Woolworths,Daily Expenses,-16.34,NO,Chicken
2015-09-14,GU Health,Health,-173.6,YES,Private health September - October
2015-09-14,,Salary,4222.0,,Salary Ana
2015-09-14,,Salary,3867.33,,Salary Juan
2015-09-18,Dan Murphy's,Alcohol,-31.9,NO,Vodka for Vik
2015-09-20,Others,Pleasure,-18.0,NO,Entrance roses - toowoomba
2015-09-20,Others,Daily Expenses,-2.5,NO,Brownie
2015-09-20,Dan Murphy's,Alcohol,-26.39,YES,Gold coast party
2015-09-20,Others,Alcohol,-13.0,NO,additional beers - gold coast
2015-09-20,Others,Daily Expenses,-10.0,NO,Gold coast pizza dinner
2015-09-20,Others,Transport,-8.0,NO,Parking at the hotel
2015-09-20,Others,Daily Expenses,-13.0,NO,Coffee & hot chocolate
2015-09-20,Others,Daily Expenses,-13.9,NO,Fish and chips lunch
2015-09-20,Others,Pleasure,-6.0,NO,Ice cream
2015-09-20,Gasoline,Transport,-28.29,NO,Gas rented car
2015-09-20,Others,Daily Expenses,-13.0,NO,Brunch
2015-09-21,Others,Daily Expenses,-12.0,NO,Lunch gatito - bp
2015-09-22,Click Energy,Utilities,-42.08,YES,Gas August - September
2015-09-23,Coles,Daily Expenses,-14.0,NO,"doritos, coke and cheese"
2015-09-24,Batto Property Solutions,Rent,-1520.0,YES,Rent September - October 18th sept
2015-09-24,Others,Home,-120.0,YES,Accountant Ben
2015-09-24,,ATO,4410.0,,Tax return Juan 2014 - 2015
2015-09-25,Dan Murphy's,Alcohol,-29.0,NO,Beer and wine
2015-09-25,Others,Pleasure,-24.0,NO,Pizza and ice cream
2015-09-26,Officeworks,Health,-165.0,YES,Fitbit HR
2015-09-26,Coles,Daily Expenses,-7.65,NO,"Watermelon, milk and yogurt"
2015-09-27,Spotlight,Home,-15.0,NO,Net door
2015-09-27,Woolworths,Daily Expenses,-21.45,NO,"Flan, chocolate macadamia thing, carrots and chicken"
2015-09-27,Coles,Daily Expenses,-4.5,NO,Chicken wings
2015-09-27,Master Home Improvement,Home,-4.5,NO,No junk mail sign
2015-09-28,,Others,200.0,,Ali - 2nd payment
2015-09-28,My Chemist,Health,-10.0,NO,Condoms
2015-09-30,Big W,Pleasure,-93.0,YES,Tent and 2 Sleeping bags
2015-09-30,TPG,Utilities,-59.99,YES,Internet September- October
2015-09-30,Telstra,Utilities,-12.5,YES,Mobile Nastya August - September
2015-09-30,Coles,Daily Expenses,-1.59,NO,Doritos of hell
2015-10-01,,Interest,73.0,,Interest September
2015-10-01,Coles,Daily Expenses,-46.0,NO,Items for camping
2015-10-01,Coles,Home,-25.0,YES,Cooler
2015-10-03,Gasoline,Transport,-47.05,YES,Gasoline for camping
2015-10-03,Others,Pleasure,-24.5,YES,Breakfast - camping
2015-10-03,Coles,Daily Expenses,-5.0,NO,Kleenex
2015-10-03,Others,Alcohol,-18.0,NO,Beers and lighter
2015-10-03,Spotlight,Home,-23.0,YES,Halloween decoration
2015-10-03,Others,Daily Expenses,-7.0,NO,Sausage and ice cream
2015-10-03,ALDI,Daily Expenses,-16.43,NO,"Ladies things, wraps, juice, mat and chips"
2015-10-03,Others,Transport,-21.0,YES,Car wash
2015-10-03,Gasoline,Transport,-38.41,YES,Gasoline car
2015-10-04,DFO,Clothing,-186.48,YES,Birthday presents
2015-10-04,Others,Pleasure,-32.5,NO,Lunch at best hamburger of melbourne
2015-10-04,Coles,Daily Expenses,-31.96,NO,"Chicken, fish, water, sour cream ..."
2015-10-04,Church,Daily Expenses,-7.0,NO,Church
2015-10-04,Others,Pleasure,-7160.0,YES,Tickets rusky to Colombia
2015-10-06,Click Energy,Utilities,-93.97,YES,Electricity August - September
2015-10-06,eBay,Gift,-436.0,YES,Monitors x 2
2015-10-06,Woolworths,Daily Expenses,-2.93,NO,Doritos
2015-10-06,MyKi,Transport,-143.0,YES,Myki nastya October-November
2015-10-07,Telstra,Utilities,-17.5,YES,Mobile Juan August - September
2015-10-07,Others,Gift,-539.0,YES,Xbox Gatito
2015-10-09,Others,Home,-250.0,YES,Sofa
2015-10-09,Others,Gift,-26.0,YES,Cake gatito
2015-10-09,Others,Gift,-54.5,YES,Dinner birthday gatito
2015-10-09,Others,Gift,-79.0,YES,FIFA 2016
2015-10-09,MyKi,Transport,-4.0,NO,Myki gatito friday drinks
2015-10-09,Woolworths,Daily Expenses,-8.0,NO,Electrical extension
2015-10-11,Coles,Alcohol,-13.0,NO,Cider
2015-10-11,MyKi,Transport,-10.0,NO,Myki monday gatito
2015-10-11,Coles,Daily Expenses,-10.27,NO,"Chips, water, hair cream, others"
2015-10-11,Big W,Home,-4.0,NO,Bicycle repair kit
2015-10-11,ALDI,Daily Expenses,-29.06,NO,"Tuna, corn, socks, juice"
2015-10-11,Others,Daily Expenses,-9.0,NO,Pizza greensbrook
2015-10-11,Others,Health,-70.0,YES,Lenses
2015-10-11,IGA,Alcohol,-18.99,NO,Beer
2015-10-11,Coles,Daily Expenses,-8.0,NO,Yogurt and cereal
2015-10-11,Woolworths,Daily Expenses,-16.13,NO,Chicken  and chocolate
2015-10-13,Coles,Daily Expenses,-3.3,NO,Garlic and carrots
2015-10-13,Coles,Daily Expenses,-5.72,NO,Peanuts and yogurt
2015-10-14,Woolworths,Daily Expenses,-4.19,NO,packet and ham
2015-10-14,,Salary,4222.0,,Salary Ana
2015-10-14,,Salary,3867.33,,Salary Juan
2015-10-16,Coles,Daily Expenses,-13.66,NO,Marinara and meat
2015-10-16,Woolworths,Daily Expenses,-24.85,NO,"Packets, vegetables, cake, pan, etc"
2015-10-16,Others,Daily Expenses,-3.5,NO,Papa's cake
2015-10-17,,ATO,354.16,,Tax return Ana
2015-10-17,Dan Murphy's,Alcohol,-25.4,NO,Beer and wine
2015-10-17,ALDI,Daily Expenses,-4.4,NO,juice and mineral water
2015-10-17,Bunnings,Daily Expenses,-16.35,NO,Thing for the locks
2015-10-17,Northland Shopping Center,Daily Expenses,-6.25,NO,Cheese and ham
2015-10-17,Preston Market,Daily Expenses,-27.0,NO,"Vegetables, donut, sausage and socks"
2015-10-18,Woolworths,Daily Expenses,-6.08,NO,Liquid soap
2015-10-18,My Chemist,Health,-25.98,YES,Contact lenses solution
2015-10-18,Big W,Transport,-10.0,YES,Bicycle
2015-10-18,Big W,Clothing,-15.0,NO,2 Shirts and socks
2015-10-18,Gasoline,Transport,-44.09,YES,Gasoline with keys inside car
2015-10-18,Others,Home,-27.95,YES,Pillows
2015-10-18,Church,Daily Expenses,-5.0,NO,Candles and charity
2015-10-18,Batto Property Solutions,Rent,-1520.0,YES,Rent October November
2015-10-18,ALDI,Daily Expenses,-7.37,NO,Sugar
2015-10-20,Woolworths,Daily Expenses,-19.64,NO,"Fish, chicken, tofu"
2015-10-21,Woolworths,Transport,-29.55,NO,Food Mery's arrival
2015-10-23,Netflix,Utilities,-12.0,NO,Netflix Oct - Nov
2015-10-23,eBay,Gift,-250.0,YES,Gift mom
